VALID_NAME,LANGUAGE,COMMON_NAME_1,COMMON_NAME_2,COMMON_NAME_3
Synchiropus monacanthus,English,Deep-water dragonet,South African bigeye dragonet,
Synchiropus morrisoni,English,Morrison's dragonet,,
Synchiropus moyeri,English,Moyer's dragonet,,
Synchiropus novaecaledoniae,English,West Jumeau bigeye dragonet,,
Synchiropus novaehiberniensis,English,New Ireland dragonet,,
Synchiropus ocellatus,English,Ocellated dragonet,Scooter blenny,Mandarin-fish
Synchiropus orstom,English,Orstom dragonet,,
Synchiropus phaeton,English,Phaeton dragonet,,
Synchiropus picturatus,English,Green spot mandarin,Painted dragonet,Picture dragonet
Synchiropus postulus,English,Dwarf dragonet,South African dwarf dragonet,
Synchiropus rameus,English,Australian sailfin dragonet,High-finned dragonet,
Synchiropus randalli,English,Randall's dragonet,Randall's flagfin dragonet,
Synchiropus richeri,English,Richer's dragonet,,
Synchiropus rosulentus,English,Hawaiian flagfin dragonet,Rosy dragonet,
Synchiropus rubrovinctus,English,Tiny Hawaiian dragonet,,
Synchiropus sechellensis,English,Seychelles dragonet,,
Synchiropus signipinnis,English,Chesterfield bigeye dragonet,,
Synchiropus splendidus,English,Mandarin-fish,Mandarinfish,
Synchiropus springeri,English,Springer's dragonet,Springer's flagfin dragonet,
Synchiropus stellatus,English,Starry dragonet,Stellate dragonet,
Synchiropus sycorax,English,Ruby dragonet,,
Synchiropus tudorjonesi,English,Redback dragonet,,
Synchiropus valdiviae,English,Valdivia dragonet,,
Synchiropus zamboangana,English,Zamboangan dragonet,,
Synchirus gilli,English,Manacled sculpin,,
Synclidopus macleayanus,English,Narrowbanded sole,,
Syngnathoides biaculeatus,English,Alligator pipefish,Double-end pipehorse,Double-ended pipefish
Syngnathus abaster,English,Black-striped pipefish,Blackstripe pipefish,
Syngnathus acus,English,Common pipefish,Great pipefish,Greater pipe-fish
Syngnathus affinis,English,Texas pipefish,,
Syngnathus auliscus,English,Barred pipefish,,
Syngnathus californiensis,English,Kelp pipefish,,
Syngnathus caribbaeus,English,Caribbean pipefish,,
Syngnathus chihiroe,English,Deepwater pipefish,,
Syngnathus euchrous,English,Chocolate pipefish,,
Syngnathus exilis,English,Barcheek pipefish,,
Syngnathus floridae,English,Dusky pipefish,Florida pipefish,
Syngnathus fuscus,English,Northern pipefish,,
Syngnathus insulae,English,Guadalupe pipefish,,
Syngnathus leptorhynchus,English,Bay pipefish,Pipefish,
Syngnathus louisianae,English,Chain pipefish,Louisiana pipefish,
Syngnathus makaxi,English,Yucatan pipefish,,
Syngnathus pelagicus,English,Pelagic pipefish,Sargassum pipefish,
Syngnathus rostellatus,English,Lesser pipefish,Nilsson's pipefish,
Syngnathus schlegeli,English,Pacific pipefish,Seaweed pipefish,Pipefish
Syngnathus scovelli,English,Gulf pipefish,Scovell's pipefish,
Syngnathus springeri,English,Bull pipefish,,
Syngnathus tenuirostris,English,Narrow-snouted pipefish,,
Syngnathus typhle,English,Broad-nosed pipefish,Broadnosed pipefish,Deep snouted ninefish
Synodus binotatus,English,Spotnose lizardfish,Two-spot lizard fish,Twospot lizardfish
Synodus bondi,English,Sharpnose lizardfish,,
Synodus capricornis,English,Capricorn lizardfish,,
Synodus dermatogenys,English,Banded lizardfish,Clearfin lizardfish,Grey-streak lizardfish
Synodus doaki,English,Arrowtooth lizardfish,Common lizardfish,Doak's lizardfish
Synodus evermanni,English,Inotted lizardfish,Spotted lizardfish,Lizardfish
Synodus foetens,English,Inshore lizardfish,Pudding fish,Sea mat
Synodus hoshinonis,English,Blackear lizardfish,Blackpatch lizardfish,Blackshoulder lizardfish
Synodus indicus,English,Indian lizardfish,Lizard fish,Lizardfish
Synodus intermedius,English,Sand diver,Lizardfish,
Synodus isolatus,English,Rapanui lizardfish,,
Synodus jaculum,English,Black-tailed lizardfish,Blackblotch lizardfish,Blacktail lizardfish
Synodus kaianus,English,Black lizardfish,Gunther's lizard fish,Gunther's lizardfish
Synodus lacertinus,English,Calico lizardfish,Sauro lizardfish,
Synodus lobeli,English,Lobel's lizardfish,,
Synodus lucioceps,English,California lizardfish,Smallscale lizardfish,
Synodus macrops,English,Big-eyed lizardfish,Crossbarred lizardfish,Enigmatic lizardfish
Synodus macrostigmus,English,Largespot lizardfish,,
Synodus marchenae,English,Lizardfish,,
Synodus nigrotaeniatus,English,Blackstripe lizardfish,,
Synodus oculeus,English,Large-eye lizardfish,,
Synodus orientalis,English,Asian lizardfish,,
Synodus pacificus,English,Omega lizardfish,,
Synodus poeyi,English,Offshore lizardfish,Lizardfish,
Synodus rubromarmoratus,English,Red-marbled lizardfish,Redmarbled lizardfish,Lizardfish
Synodus sageneus,English,Banded lizardfish,Fishnet lizardfish,Netted lizardfish
Synodus saurus,English,Atlantic lizardfish,Bluestripe lizardfish,Bluestriped lizard
Synodus scituliceps,English,Lance lizardfish,Shorthead lizardfish,Lizardfish
Synodus sechurae,English,Iguana lizardfish,Sechura lizardfish,Lizardfish
Synodus similis,English,Ear-spot lizardfish,Lavender lizardfish,Simile lizardfish
Synodus synodus,English,Diamond lizardfish,Lizard fish,Red lizardfish
Synodus tectus,English,Tail-bar lizardfish,Tectus lizardfish,Lizardfish
Synodus ulae,English,Five-band lizardfish,Hawaiian lizardfish,Red lizard fish
Synodus variegatus,English,Engleman's lizardfish,Fowler's lizard fish,Hoult's lizardfish
Taaningichthys bathyphilus,English,Deepwater lanternfish,Lanternfish,
Taaningichthys minimus,English,Waistcoat lanternfish,,
Tactostoma macropus,English,Arrow dragonfish,Longfin dragonfish,Arrowfish
Taeniamia ataenia,English,Barless cardinalfish,,
Taeniamia biguttata,English,Blackspot cardinalfish,Ear-blotch cardinalfish,Twinspot cardinalfish
Taeniamia buruensis,English,Buru cardinalfish,,
Taeniamia fucata,English,Bloodspot Cardinalfish,Narrow-lined cardinalfish,Orange-lined cardinalfish
Taeniamia leai,English,Lea's cardinalfish,,
Taeniamia lineolata,English,Bronze-streaked cardinalfish,Crossbanded cardinalfish,Shimmering cardinal
Taeniamia macroptera,English,Dusky-tailed cardinalfish,Faint-lined cardinalfish,
Taeniamia melasma,English,Blackspot cardinalfish,,
Taeniamia mozambiquensis,English,Mozambique cardinal,Mozambique cardinalfish,
Taeniamia pallida,English,Pale cardinalfish,,
Taeniamia zosterophora,English,Blackbelted cardinalfish,Girdled cardinal,Girdled cardinalfish
Taenianotus triacanthus,English,Leaf fish,Leaf scorpionfish,Paper fish
Taenioides anguillaris,English,Anguilla eelgoby,Eel worm goby,
Taenioides buchanani,English,Burmese gobyeel,,
Taenioides cirratus,English,Bearded eel goby,Bearded worm goby,Eel goby
Taenioides esquivel,English,Bulldog eelgoby,,
Taenioides limicola,English,Bearded eel goby,Bearded eelgoby,
Taenioides mordax,English,Eastern eel goby,Eastern eelgoby,
Taenioides purpurascens,English,Purple eel goby,Purple eelgoby,Smooth goby
Taeniopsetta ocellata,English,Günther's Ocellated Flounder,Ocellated flounder,Indo-Pacific ocellated flounder
Takifugu alboplumbeus,English,Hong Kong Pufferfish,,
Takifugu flavidus,English,Towny puffer,Yellowbelly pufferfish,
Takifugu flavipterus,English,Fine Patterned Puffer,,
Takifugu niphobles,English,Grass puffer,,
Takifugu oblongus,English,Lattice blaasop,Oblong blow fish,
Takifugu obscurus,English,Obscure pufferfish,,
Takifugu ocellatus,English,Eclipse Puffer,,
Takifugu pardalis,English,Panther puffer,,
Takifugu poecilonotus,English,Finepatterned puffer,Yellow-line pufferfish,Pufferfish
Takifugu porphyreus,English,Purple puffer,,
Takifugu rubripes,English,Japanese pufferfish,Tiger puffer,Tiger pufferfish
Takifugu vermicularis,English,Pear puffer,Purple puffer,Purple pufferfish
Takifugu xanthopterus,English,Yellowfin puffer,Yellowfin pufferfish,
Talismania antillarum,English,Antillean slickhead,Antillean smooth-head,
Talismania bifurcata,English,Threadfin slickhead,,
Talismania homoptera,English,Hairfin smooth-head,,
Talismania longifilis,English,Longtail slickhead,Threadfin slickhead,
Talismania mekistonema,English,Threadfin slickhead,Threadfin smooth-head,
Tanyemblemaria alleni,English,Slender blenny,,
Taractes asper,English,Flathead pomfret,Rough pomfret,
Taractes rubescens,English,Black pomfret,Dark pomfret,Keeltail pomfret
Taractichthys longipinnis,English,Big-scale pomfret,Bigscale pomfret,Bigscale promfret
Taractichthys steindachneri,English,Black snapper,Sickle pomfret,Pomfret
Taranetzella lyoderma,English,Looseskin eelpout,,
Taratretis derwentensis,English,Derwent flounder,,
Tarletonbeania crenularis,English,Blue lanternfish,,
Tarletonbeania taylori,English,North Pacific lanternfish,,
Tasmanogobius lasti,English,Lagoon goby,Scary's tasman goby,Scary's tasmangoby
Tasmanogobius lordi,English,Lord's goby,Lord's tasman goby,Lord's Tasmangoby
Tathicarpus butleri,English,Blackspot anglerfish,Butler's frogfish,
Taurulus bubalis,English,Longspined bullhead,Longspined sea-scorpion,Lucky proach
Tautoga onitis,English,Black-fish,Tautog,
Tautogolabrus adspersus,English,Blue perch,Sea perch,Chogset
Teixeirichthys jordani,English,Jordan's damsel,Spotted damsel,
Temnocora candida,English,Bigeye snailfish,,
Tempestichthys bettyae,English,Betty's ocean sleeper,,
Tentoriceps cristatus,English,Crested hairtail,Cutlass fish,Hairtail
Tenualosa ilisha,English,Hilsa herring,Hilsa shad,Indian shad
Tenualosa macrura,English,Hilsa herring,Longtail shad,Small-mouth tenualosa
Tenualosa reevesii,English,Hilsa herring,Reeve's shad,Reeves shad
Tenualosa toli,English,Big-mouthed tenualosa,Chinese herring,Giant herring
Tephrinectes sinensis,English,Chinese Brill,,
Teramulus kieneri,English,Kiener's silverside,Vily,
Terapon jarbua,English,Convex-lined grunt,Convex-lined therapon,Crescent grunter
Terapon puta,English,Small-scaled banded grunter,Small-scaled terapon,Smallscale terapon
Terapon theraps,English,Banded grunter,Banded trumpeter,Flagtail grunter
Terelabrus dewapyle,English,Yellow-striped hogfish,,
Terelabrus flavocephalus,English,Red-lined hogfish,,
Terelabrus rubrovittatus,English,Red-striped wrasse,White-striped hogfish,Yellow-stripe hogfish
Tetrabrachium ocellatum,English,Doublefin frogfish,Four-armed frogfish,Humpback anglerfish
Tetractenos glaber,English,Smooth toadfish,,
Tetractenos hamiltoni,English,Common toadfish,Common toado,
Tetragonurus atlanticus,English,Bigeye squaretail,,
Tetragonurus cuvieri,English,Smalleye squaretail,Squaretail,
Tetragonurus pacificus,English,Pacific squaretail,Ravenfish,
Tetrapturus angustirostris,English,Hatchet marlin,Japanese spearfish,Short bill spearfish
Tetrapturus belone,English,Mediterranean spearfish,Mediterranean shortbill spearfish,
Tetrapturus georgii,English,Roundscale spearfish,,
Tetrapturus pfluegeri,English,Atlantic longbill spearfish,Longbill spearfish,
Tetraroge barbata,English,Bearded roguefish,Mangrove waspfish,
Tetrosomus concatenatus,English,Triangular boxfish,Turretfish,
Tetrosomus gibbosus,English,Black-blotched turretfish,Black-botched turret-fish,Humpback turretfish
Tetrosomus reipublicae,English,Smallspine turretfish,Turretfish,
Tewara cranwellae,English,Sand diver,,
Thalasseleotris adela,English,Cryptic sea gudgeon,Dusky marine gudgeon,Marine gudgeon
Thalasseleotris iota,English,New Zealand pygmy sleeper,,
Thalassoma amblycephalum,English,Bluehead wrasse,Bluntheaded wrasse,Moon wrasse
Thalassoma ascensionis,English,Greenfish,,
Thalassoma ballieui,English,Ballieu's wrasse,Blacktail wrasse,Old woman wrasse
Thalassoma bifasciatum,English,Blue head,Blue mah,Bluehead wrasse
Thalassoma duperrey,English,Saddle wrasse,Saddle-back wrasse,
Thalassoma genivittatum,English,Red-cheek wrasse,Redcheek wrasse,Redcheek-wrasse
Thalassoma grammaticum,English,Sunset wrasse,,
Thalassoma hardwicke,English,Moon wrasse,Six-banded wrasse,Six-barred wrasse
Thalassoma hebraicum,English,Goldbar wrasse,,
Thalassoma jansenii,English,Jansen's wrasse,Parrotfish,Wrasse
Thalassoma lucasanum,English,Cortez rainbow wrasse,,
Thalassoma lunare,English,Blue wrasse,Crescent wrasse,Lyretail wrasse
Thalassoma lutescens,English,Blue-fin wrasse,Green moon wrasse,Lime green wrasse
Thalassoma nigrofasciatum,English,Blackbar wrasse,Blackbarred wrasse,
Thalassoma noronhanum,English,Noronha wrasse,,
Thalassoma pavo,English,Ornate wrasse,Parrotfish,Wrasse
Thalassoma purpureum,English,Green-blocked wrasse,Purple wrasse,Red and green wrasse
Thalassoma quinquevittatum,English,Five striped surge wrasse,Five-stripe surge wrasse,Fivestripe wrasse
Thalassoma rueppellii,English,Klunzinger's wrasse,,
Thalassoma sanctaehelenae,English,St. Helena wrasse,Greenfish,
Thalassoma septemfasciatum,English,Seven-banded wrasse,Sevenband wrasse,Solarfin wrasse
Thalassoma trilobatum,English,Christmas wrasse,Green-barred wrasse,Green-blocked wrasse
Thalassoma virens,English,Emerald wrasse,,
Thalassophryne maculosa,English,Cano toadfish,Sapo cano,Sapo caño
Thalassophryne montevidensis,English,Toadfish,,
Thalassophryne nattereri,English,Copper Joe,,
Thaleichthys pacificus,English,Columbia River smelt,Euclachon smelt,Fathom fish
Thamnaconus analis,English,Darkvent leatherjacket,Spotted leather jacket,Triggerfish
Thamnaconus arenaceus,English,Sandy filefish,,
Thamnaconus degeni,English,Blue-finned leatherjacket,Bluefin leatherjacket,Bluefinned leatherjacket
Thamnaconus fajardoi,English,Spotted filefish,,
Thamnaconus garretti,English,Garrett's filefish,,
Thamnaconus hypargyreus,English,Lesser-spotted leatherjacket,,
Thamnaconus melanoproctes,English,Blackvent filefish,,
Thamnaconus modestoides,English,Modest filefish,Modest leatherjacket,
Thamnaconus modestus,English,Black scraper,,
Thamnaconus paschalis,English,Easter filefish,,
Thamnaconus septentrionalis,English,Greenfin horse-faced filefish,,
Thamnaconus striatus,English,Many-lined leatherjacket,,
Thamnaconus tessellatus,English,Manyspotted leatherjacket,Tessellated leatherjacket,
Thorogobius alvheimi,English,Alvheim's goby,,
Thorogobius ephippiatus,English,Leopard-spotted goby,,
Thorogobius laureatus,English,Laurelled goby,,
Thorogobius macrolepis,English,Large-scaled goby,,
Thrissina baelama,English,Baelama anchovy,Dussumier's thryssa,Hairfin anchovy
Thrissina belvedere,English,Ha Long Thryssa,,
Thrissina chefuensis,English,Chefoo thryssa,,
Thrissina cultella,English,Cutlass Thryssa,,
Thrissina serena,English,Arabian Thryssa,,
Thrissina supra,English,Pakistan Thryssa,,
Thrissina vitrirostris,English,Glassnosed anchovy,Grass-nose Thryssa,Malabar thryssa
Thrissina whiteheadi,English,Whitehead's thryssa,,
Thryssa adelae,English,Swatow thryssa,,
Thryssa aestuaria,English,Estuarine thryssa,Estuary anchovy,Snub-nosed anchovy
Thryssa brevicauda,English,Short-tail thryssa,,
Thryssa dayi,English,Day's thryssa,,
Thryssa dussumieri,English,Dussumier's anchovy,Dussumier's thryssa,Hamilton's thryssa
Thryssa encrasicholoides,English,False baelama anchovy,New jersey anchovy,Anchovy
Thryssa gautamiensis,English,Gautama thryssa,,
Thryssa hamiltonii,English,Hamilton's anchovy,Hamilton's thryssa,Northern anchovy
Thryssa kammalensis,English,Kammal thryssa,Madura anchovy,Malabar thryssa
Thryssa malabarica,English,Malabar anchovy,Malabar thryssa,Malbar anchovy
Thryssa marasriae,English,Marasri's thryssa,,
Thryssa mystax,English,Gangetic anchovy,Moustached thryssa,Mustached anchovy
Thryssa polybranchialis,English,Humphead thryssa,,
Thryssa purava,English,Hamilton's thryssa,Longjaw thryssa,Oblique-jaw thryssa
Thryssa scratchleyi,English,Freshwater anchovy,Freshwater thryssa,New Guinea thryssa
Thryssa setirostris,English,Long-horned anchovy,Long-jaw anchovy,Longjaw glassnose
Thryssa spinidens,English,Bengal thryssa,Thryssa,
Thunnus alalunga,English,Aáhi taria,Albacore fish,Albacore tuna
Thunnus albacares,English,Allison tuna,Allison's tuna,Atlantic yellowfin tuna
Thunnus atlanticus,English,Atlantic blackfin tuna,Blackfin tuna,Deep-bodied tunny
Thunnus maccoyii,English,Bluefin tuna,Southern bluefin,Southern bluefin tuna
Thunnus obesus,English,Big eye,Big eye tuna,Big eye tunny
Thunnus orientalis,English,Bluefin tuna,Oriental bluefin-tuna,Pacific bluefin tuna
Thunnus thynnus,English,Atlantic bluefin tuna,,
Thunnus tonggol,English,Blue fin tuna,Blue-fin tuna,Bluefin tuna
Thymallus flavomaculatus,English,Yellow-spotted grayling,,
Thymichthys politus,English,Red handfish,,
Thymichthys verrucosus,English,Warty anglerfish,Warty handfish,
Thyriscus anoplus,English,Sponge sculpin,,
Thyrsites atun,English,Barracouta (snoek),Sea pike,Barracouta
Thyrsitoides marleyi,English,Black snoek,Blacksail snake mackerel,Slender snoek
Thyrsitops lepidopoides,English,White snake mackerel,Caballa,Gemfish
Thysanactis dentex,English,Broomfin dragonfish,,
Thysanophrys celebica,English,Celebes flathead,Manado flathead,Quarterspined flathead
Thysanophrys chiltonae,English,Long-snout flathead,Longsnout flathead,Flathead
Thysanophrys cirronasus,English,Rock flathead,Tasselsnout flathead,
Thysanophrys papillaris,English,Smallknob flathead,,
Thysanophrys randalli,English,Snub-snouted flathead,,
Thysanophrys rarita,English,Somali flathead,,
Thysanophrys springeri,English,Red Sea flathead,,
Thysanophrys tricaudata,English,Sri Lankan flathead,,
Tigrigobius digueti,English,Banded cleaner goby,Banded cleaning goby,Inornate goby
